Cliente,Tempo desde a última chegada(minutos),Tempo de chegada no relógio,Tempo de Serviço (minutos),Tempo de atraso,Tempo de inicio do serviço no relógio,Tempo do Cliente na fila(minutos),Tempo final do serviço no relogio,Tempo do cliente no sistema(minutos),Tempo livre do operador(minutos)
0,"16,0950988486578",,"9,98691061380083",,,,,,
1,"5,45805607037235",,"10,0617090080656",,,,,,
2,"17,2624350556667",,"10,1611850887373",,,,,,
3,"10,7747090579774",,"9,91396701630771",,,,,,
4,"0,784635946061441",,"9,94323562062602",,,,,,
5,"0,737828940101761",,"9,9780001432336",,,,,,
6,"9,51407288114592",,"10,1300770876875",,,,,,
7,"5,76496300157528",,"9,84166885204913",,,,,,
8,"4,31041500723722",,"10,0399935144234",,,,,,
9,"12,2740131289389",,"10,1893214112505",,,,,,
10,"3,16944340888383",,"9,8305150415911",,,,,,
11,"23,0418752396003",,"10,124344554273",,,,,,
12,"11,3091102283058",,"10,030422959482",,,,,,
13,"2,9368547683708",,"10,1456186459428",,,,,,
14,"0,812505092862501",,"10,0576141340739",,,,,,
15,"6,77598420460219",,"10,065844820238",,,,,,
16,"18,4568211457624",,"10,1481616682692",,,,,,
17,"6,17661807488036",,"9,93631149945999",,,,,,
18,"0,466776892004984",,"9,98724456147191",,,,,,
19,"4,97680178660147",,"9,85828036990369",,,,,,
20,"26,7403870208833",,"9,83259235705893",,,,,,
21,"2,66727659649186",,"9,97399077391332",,,,,,
22,"10,0996771733311",,"10,2272963909525",,,,,,
23,"10,1419913006207",,"10,1332313815929",,,,,,
24,"8,156983469045",,"9,96090632403041",,,,,,
25,"34,6206250306705",,"9,98223541556677",,,,,,
26,"0,280843622312472",,"9,90270284659681",,,,,,
27,"22,9090056195841",,"9,92959990322809",,,,,,
28,"10,5393001271436",,"9,90539423922616",,,,,,
29,"18,7322360306754",,"9,95359554729423",,,,,,
30,"2,68727167127175",,"10,1549743462424",,,,,,
31,"6,25832981634769",,"10,0377951725474",,,,,,
32,"4,22369307128631",,"10,1152770347823",,,,,,
33,"11,5837723513674",,"9,84514410377522",,,,,,
34,"3,89339876991832",,"9,95865959622439",,,,,,
35,"16,5264826203532",,"10,0495731610485",,,,,,
36,"4,87984119305597",,"9,84441539647914",,,,,,
37,"9,68646931797367",,"9,89929317278926",,,,,,
38,"0,393410567475152",,"9,9972852396027",,,,,,
39,"2,80935438289956",,"10,2035943648181",,,,,,
40,"13,4687167878395",,"9,96995278821214",,,,,,
41,"0,749446845810135",,"9,87050681654065",,,,,,
42,"2,08380810353273",,"9,9650829888504",,,,,,
43,"2,3072103463543",,"9,99447200727322",,,,,,
44,"9,52217466971201",,"9,94282263187266",,,,,,
45,"13,4133933368018",,"9,94911843516403",,,,,,
46,"8,34345989074044",,"10,0705714495511",,,,,,
47,"8,66268213197093",,"10,0391549337864",,,,,,
48,"4,04354558893558",,"9,97888204288442",,,,,,
49,"4,33169720383984",,"9,83477999012942",,,,,,
50,"5,17402504534519",,"9,83074607989628",,,,,,
51,"3,41152513683263",,"9,85311937035519",,,,,,
52,"32,9126746183173",,"9,94039167248224",,,,,,
53,"9,38277677609684",,"10,0352959506201",,,,,,
54,"1,28396823567829",,"9,91830800733227",,,,,,
55,"2,92746802401128",,"10,08639515623",,,,,,
56,"2,65115511254431",,"9,8923511989169",,,,,,
57,"3,62459270879427",,"9,83182216162034",,,,,,
58,"6,75542094874058",,"10,0595784548746",,,,,,
59,"3,39644464163531",,"9,92919416077848",,,,,,
60,"12,9746868438873",,"10,1869046434748",,,,,,
61,"2,6693844757613",,"9,82295820651518",,,,,,
62,"57,7308696753299",,"9,89715841222269",,,,,,
63,"0,39905770718906",,"9,78833055095545",,,,,,
64,"7,09110993453395",,"10,1811332753422",,,,,,
65,"2,163313782076",,"10,060516975796",,,,,,
66,"2,15154351537503",,"9,91809969485351",,,,,,
67,"2,74200032833474",,"9,89336988491862",,,,,,
68,"3,0472901445734",,"10,0679210428927",,,,,,
69,"11,2900062367959",,"9,95674647121865",,,,,,
70,"8,11324242150194",,"9,85443701427128",,,,,,
71,"1,32863934371462",,"9,83253435372358",,,,,,
72,"9,80272187087332",,"9,94516848939549",,,,,,
73,"4,87386263388903",,"9,93272214484384",,,,,,
74,"17,3037342543236",,"10,0442882057845",,,,,,
75,"8,57493746736026",,"9,80957289910054",,,,,,
76,"4,55138727771532",,"10,0013851509252",,,,,,
77,"4,65585744933452",,"9,90392613595467",,,,,,
78,"1,43441213857626",,"10,0728257266971",,,,,,
79,"22,49243599025",,"10,0934561030298",,,,,,
80,"10,2471917054374",,"9,99151076150127",,,,,,
81,"0,711161964918985",,"10,0361075326731",,,,,,
82,"11,8909892935549",,"10,0697704807562",,,,,,
83,"4,12285821345969",,"10,0276493922254",,,,,,
84,"12,8671111384007",,"10,0258287898981",,,,,,
85,"53,0182318789426",,"10,0389661019464",,,,,,
86,"6,28812327027983",,"9,91478189572823",,,,,,
87,"7,95169951965633",,"9,82638542763971",,,,,,
88,"0,138311653259147",,"10,1517859566352",,,,,,
89,"6,6165013154149",,"9,85894943158081",,,,,,
90,"0,472329598878447",,"10,0947199381943",,,,,,
91,"1,96724895834039",,"10,0601825318051",,,,,,
92,"5,19269932303152",,"10,1596675044149",,,,,,
93,"2,70655782508215",,"10,0462752317746",,,,,,
94,"14,4505148007836",,"9,96191998879028",,,,,,
95,"12,8817548205667",,"10,0206688585714",,,,,,
96,"1,90339889933049",,"9,84113004278685",,,,,,
97,"8,90983512784742",,"10,0093057211764",,,,,,
98,"5,93127815343791",,"10,1156260085812",,,,,,
99,"7,65994977226287",,"9,81361279555425",,,,,,
100,"3,52177939355868",,"9,96753695959626",,,,,,
101,"10,9065106363841",,"9,89757767569178",,,,,,
102,"31,7994899141424",,"9,75849148727735",,,,,,
103,"5,50131941119356",,"10,0820265032674",,,,,,
104,"11,2580442646333",,"10,0839003070785",,,,,,
105,"5,69293818164201",,"10,1026270494385",,,,,,
106,"7,09923118716956",,"10,0365033091783",,,,,,
107,"5,47712823040683",,"9,91311776200506",,,,,,
108,"5,88941980007114",,"10,0927398222006",,,,,,
109,"5,76973547021902",,"9,99804529681101",,,,,,
110,"11,0146594540785",,"9,99069723199146",,,,,,
111,"11,9136383393258",,"10,0019003145715",,,,,,
112,"2,64695508928174",,"10,057606516719",,,,,,
113,"4,75342042761568",,"9,93984170873686",,,,,,
114,"8,18574687184399",,"9,78946240559922",,,,,,
115,"3,75967419383201",,"10,1166552348883",,,,,,
116,"3,15547298557083",,"9,98434126605896",,,,,,
117,"1,89529904306477",,"9,90847942718417",,,,,,
118,"25,2259001239811",,"10,245108909854",,,,,,
119,"14,1602457135825",,"9,93960064188187",,,,,,
120,"13,2873213874169",,"9,94887584074425",,,,,,
121,"0,685630640796764",,"10,0832994287382",,,,,,
122,"4,62057755669182",,"10,005498963861",,,,,,
123,"4,9549572034524",,"9,71470064877586",,,,,,
124,"13,8138760444269",,"10,0169818625904",,,,,,
125,"0,540160192390038",,"10,0183195028616",,,,,,
126,"22,5571714152811",,"9,94226751742617",,,,,,
127,"15,7031349474131",,"10,0469264952209",,,,,,
128,"0,683072623794869",,"10,1289792295586",,,,,,
129,"44,9267536234614",,"9,87341321903492",,,,,,
130,"3,04005364050361",,"10,0366175509015",,,,,,
131,"13,9118454523362",,"9,90945003618644",,,,,,
132,"6,06317349676598",,"10,0237212983878",,,,,,
133,"1,46817462269065",,"9,94281581160656",,,,,,
134,"0,744067850760364",,"9,92021515276804",,,,,,
135,"9,45291483102066",,"9,99687771528077",,,,,,
136,"5,42946075223",,"10,037105199901",,,,,,
137,"4,54427937886645",,"10,0586570076989",,,,,,
138,"10,6121875543257",,"9,9788092309077",,,,,,
139,"3,72539685302098",,"10,0015620015953",,,,,,
140,"14,778092367511",,"10,1786471084101",,,,,,
141,"9,45271685633123",,"9,91376093688437",,,,,,
142,"2,00954648292831",,"10,0644815376617",,,,,,
143,"4,48911009387103",,"10,0183258038778",,,,,,
144,"0,053090904486413",,"9,89438067458201",,,,,,
145,"0,598904081882718",,"10,0509652200665",,,,,,
146,"12,8016227707074",,"9,99790334989662",,,,,,
147,"12,9514982957645",,"10,0651098325121",,,,,,
148,"5,99343270888354",,"10,050814821839",,,,,,
149,"7,75362907967731",,"9,90607210459975",,,,,,
150,"10,682451500856",,"10,0427830641819",,,,,,
151,"2,43836997166211",,"10,0630506104839",,,,,,
152,"10,6967335668948",,"9,8248560595444",,,,,,
153,"3,84343543372124",,"9,89178240556199",,,,,,
154,"2,69094130765019",,"10,0250154183412",,,,,,
155,"9,39848598920031",,"9,95699086028357",,,,,,
156,"12,9177190045602",,"10,1122042425398",,,,,,
157,"0,899036900306866",,"9,91286380017544",,,,,,
158,"23,9323421425391",,"10,0794889143572",,,,,,
159,"7,27294477465442",,"10,0150705400843",,,,,,
160,"14,499421520693",,"9,99529071830152",,,,,,
161,"1,39338380719427",,"9,96725759795458",,,,,,
162,"4,05317042520394",,"10,1142043254095",,,,,,
163,"45,1118668290822",,"9,9919148750261",,,,,,
164,"0,956244536576792",,"9,93566301749048",,,,,,
165,"17,2657346059712",,"10,0053546716901",,,,,,
166,"9,40581728120163",,"9,99333374228726",,,,,,
167,"9,77603622068783",,"9,92389575248155",,,,,,
168,"8,55323307030737",,"9,99295924284736",,,,,,
169,"2,01930192364278",,"10,1778452330172",,,,,,
170,"4,54140269570387",,"9,8822971010576",,,,,,
171,"6,77032321547075",,"10,0677070448179",,,,,,
172,"7,53962291066",,"10,0157074667594",,,,,,
173,"11,3994757320155",,"10,3263057770896",,,,,,
174,"3,16827400921461",,"9,87479194598241",,,,,,
175,"17,1405093025185",,"10,0727053382062",,,,,,
176,"8,96524808266087",,"10,0096700570607",,,,,,
177,"18,8426943275174",,"9,95789358924048",,,,,,
178,"6,26692514615497",,"9,8946180270729",,,,,,
179,"1,07573562879837",,"9,92450089050096",,,,,,
180,"1,52952621634685",,"9,92747061624201",,,,,,
181,"44,3915835306848",,"9,95116259878461",,,,,,
182,"18,0840456957463",,"9,91774880001837",,,,,,
183,"14,5862685888495",,"10,0611859417729",,,,,,
184,"1,8927751606384",,"10,0361548548176",,,,,,
185,"15,5210047714402",,"10,0737719650703",,,,,,
186,"24,899624869938",,"10,0463689617883",,,,,,
187,"3,11619434057929",,"9,98472763331377",,,,,,
188,"0,003218775839321",,"10,0885761666222",,,,,,
189,"8,32354166647097",,"9,9232243507809",,,,,,
190,"11,7388986470204",,"10,0178771436265",,,,,,
191,"12,4824719747651",,"9,91939952440777",,,,,,
192,"35,8701375757959",,"9,88054012452809",,,,,,
193,"42,1885137991761",,"9,95209792677811",,,,,,
194,"7,8848291515623",,"9,95780601534136",,,,,,
195,"3,06730074080026",,"10,0965695651838",,,,,,
196,"1,34144335463151",,"10,0432174259155",,,,,,
197,"24,8862841397898",,"9,94359886129207",,,,,,
198,"10,2111604197613",,"9,81270700112788",,,,,,
199,"2,9438268453327",,"10,1297301137564",,,,,,
200,"14,494178036254",,"10,0220124320851",,,,,,
201,"0,496326836126654",,"9,89365087442332",,,,,,
202,"2,15314323502324",,"9,90048230217335",,,,,,
203,"39,9442880698751",,"10,0792326296484",,,,,,
204,"9,50207330394511",,"9,98948210499457",,,,,,
205,"2,69255909320479",,"10,0106082260192",,,,,,
206,"6,35486469598834",,"9,94485521912298",,,,,,
207,"14,0280975131202",,"9,96257167817152",,,,,,
208,"1,20248096279991",,"10,0366847143194",,,,,,
209,"7,76885800111745",,"10,1546909796521",,,,,,
210,"20,7441737792238",,"9,85720420094117",,,,,,
211,"2,08062381722041",,"10,037725984994",,,,,,
212,"9,51912804692227",,"10,0852719034892",,,,,,
213,"3,93214422061091",,"10,0339415065049",,,,,,
214,"5,23660004018523",,"10,037643355589",,,,,,
215,"11,348625361867",,"9,9792478002344",,,,,,
216,"1,45407117432053",,"10,1033466426843",,,,,,
217,"3,93709116041011",,"10,1606441443207",,,,,,
218,"1,54984260307462",,"10,0533535967842",,,,,,
219,"9,22378603053346",,"9,92539371317694",,,,,,
220,"6,53744162137006",,"9,91305237821583",,,,,,
221,"10,4602552245623",,"9,85662142984827",,,,,,
222,"18,0600405799423",,"10,0285246644519",,,,,,
223,"6,74359863011927",,"9,9695120607504",,,,,,
224,"3,23238459995621",,"9,92002547992469",,,,,,
225,"6,30650630696561",,"10,2272960012208",,,,,,
226,"6,61746613771666",,"9,86453189719363",,,,,,
227,"6,63426511435551",,"9,85961349012342",,,,,,
228,"7,5897957639028",,"10,1324590198146",,,,,,
229,"2,11125872413342",,"9,91427215983546",,,,,,
230,"5,65687889812828",,"10,0498061937752",,,,,,
231,"2,05270345336702",,"10,0002471863056",,,,,,
232,"30,5827430725215",,"9,91808203650983",,,,,,
233,"9,18845215837473",,"9,92006280599412",,,,,,
234,"39,172898352549",,"9,71677840698717",,,,,,
235,"0,632175657436114",,"9,99846988068663",,,,,,
236,"9,80865521440521",,"10,0273014118074",,,,,,
237,"43,1962867632197",,"9,93813573808642",,,,,,
238,"7,5733710991017",,"9,8817976667326",,,,,,
239,"7,45527364653643",,"9,99050354598406",,,,,,
